JAPONICA NIPPONBARE POSITIONS,ASSAY ID,ACCESSION,SUBPOPULATION,MISMATCH,25462764,25463321
"VEGOLD::IRGC 7756-1::[IRIS 313-9550]",IRIS 313-9550,IRGC 125932,trop,0.0,A,A
"SIFARASI::IRGC 66644-1::[IRIS 313-9691]",IRIS 313-9691,IRGC 126311,trop,0.0,A,A
"VARY MALADY::IRGC 69911-1::[IRIS 313-9745]",IRIS 313-9745,IRGC 127069,trop,0.0,A,A
"RIKUTO TAUKI MOCHI 27::IRGC 5726-1::[IRIS 313-9789]",IRIS 313-9789,IRGC 125885,trop,0.0,A,A
"KAHEI::IRGC 7691-1::[IRIS 313-9800]",IRIS 313-9800,IRGC 126981,trop,0.0,A,A
"GOGOWIERIE::IRGC 14791-1::[IRIS 313-9851]",IRIS 313-9851,IRGC 126977,trop,0.0,A,A
"BIKYAT::IRGC 26276-1::[IRIS 313-9897]",IRIS 313-9897,IRGC 125682,trop,0.0,A,A
"FORTUNA INIA::IRGC 55865-1::[IRIS 313-9980]",IRIS 313-9980,IRGC 125741,japx,0.0,A,A
"KALAPATLE::IRGC 68500-1::[IRIS 313-10025]",IRIS 313-10025,IRGC 125790,admix,0.0,A,A
"ESTRELA A::IRGC 72918-1::[IRIS 313-10061]",IRIS 313-10061,IRGC 125733,japx,0.0,A,A
"REA::IRGC 73031-1::[IRIS 313-10062]",IRIS 313-10062,IRGC 126141,trop,0.0,A,A
"JAERAERYUKDO::IRGC 73053-1::[IRIS 313-10065]",IRIS 313-10065,IRGC 127055,trop,0.0,A,A
"JEONBUKGUNGWEONNA::IRGC 73055-1::[IRIS 313-10067]",IRIS 313-10067,IRGC 125783,trop,0.0,A,A
"CHIYODA WASE::IRGC 74467-1::[IRIS 313-10071]",IRIS 313-10071,IRGC 125705,trop,0.0,A,A
"OWARI MOCHI::IRGC 74513-1::[IRIS 313-10073]",IRIS 313-10073,IRGC 125864,trop,0.0,A,A
"RIKU AIKOKU::IRGC 74514-1::[IRIS 313-10074]",IRIS 313-10074,IRGC 125884,trop,0.0,A,A
"SANGOKU::IRGC 74518-1::[IRIS 313-10075]",IRIS 313-10075,IRGC 125895,trop,0.0,A,A
"SHINA MOCHI::IRGC 74523-1::[IRIS 313-10076]",IRIS 313-10076,IRGC 125900,trop,0.0,A,A
"TAMASHIRO HIKARI::IRGC 74534-1::[IRIS 313-10077]",IRIS 313-10077,IRGC 125917,indx,0.0,A,A
"YOSHINO MOCHI::IRGC 74550-1::[IRIS 313-10078]",IRIS 313-10078,IRGC 125947,trop,0.0,A,A
"DANGO MOCHI::IRGC 74551-1::[IRIS 313-10079]",IRIS 313-10079,IRGC 125722,trop,0.0,A,A
"HIRAKAWA OKUTE::IRGC 74554-1::[IRIS 313-10080]",IRIS 313-10080,IRGC 125762,trop,0.0,A,A
"KYUUSHUU::IRGC 74558-1::[IRIS 313-10082]",IRIS 313-10082,IRGC 125816,trop,0.0,A,A
"GAWICHAL::IRGC 77653-1::[IRIS 313-10094]",IRIS 313-10094,IRGC 125750,trop,0.0,A,A
"JOKJEBICHAL::IRGC 77663-1::[IRIS 313-10096]",IRIS 313-10096,IRGC 125787,japx,0.0,A,A
"GALSAEGSSAL SHAREI::IRGC 82881-1::[IRIS 313-10124]",IRIS 313-10124,,temp,0.0,A,A
"NAM ROO::IRGC 66996-1::[IRIS 313-10176]",IRIS 313-10176,IRGC 125848,subtrop,0.0,A,A
"HAN NUO::IRGC 82350-1::[IRIS 313-10228]",IRIS 313-10228,IRGC 125758,temp,0.0,A,A
"SAWAH::IRGC 71612-1::[IRIS 313-8279]",IRIS 313-8279,IRGC 126086,trop,0.0,A,A
"REXARK ROGUE::IRGC 1972-1::[IRIS 313-8323]",IRIS 313-8323,,trop,0.0,A,A
"PURAK SIRIBA::IRGC 71598-1::[IRIS 313-8381]",IRIS 313-8381,IRGC 126308,trop,0.0,A,A
"PIKTO MAMAS::IRGC 18487-1::[IRIS 313-8436]",IRIS 313-8436,IRGC 126307,trop,0.0,A,A
"KENDINGA 5 (H)::IRGC 60310-1::[IRIS 313-8439]",IRIS 313-8439,IRGC 126220,trop,0.0,A,A
"YAHNG LEU::IRGC 78279-1::[IRIS 313-8565]",IRIS 313-8565,IRGC 126316,subtrop,0.0,A,A
"ONOY::IRGC 55418-1::[IRIS 313-8572]",IRIS 313-8572,IRGC 126037,trop,0.0,A,A
"BUE GA WA::IRGC 60824-1::[IRIS 313-8599]",IRIS 313-8599,IRGC 127041,subtrop,0.0,A,A
"PRELUDE::IRGC 1790-1::[IRIS 313-8627]",IRIS 313-8627,IRGC 126260,trop,0.0,A,A
"CP 231::IRGC 34018-1::[IRIS 313-8658]",IRIS 313-8658,IRGC 126195,japx,0.0,A,A
"NEP HOA VANG::[IRIS 313-8690]",IRIS 313-8690,IRGC 117537,japx,0.0,A,A
"TRES MESES::IRGC 6464-1::[IRIS 313-8694]",IRIS 313-8694,IRGC 126010,trop,0.0,A,A
"TEXAS PATNA::IRGC 1797-1::[IRIS 313-8803]",IRIS 313-8803,IRGC 126283,trop,0.0,A,A
"PADI SEPAH::IRGC 48803-1::[IRIS 313-8865]",IRIS 313-8865,IRGC 126345,trop,0.0,A,A
"SIGAE::IRGC 66645-1::[IRIS 313-8998]",IRIS 313-8998,,trop,0.0,A,A
"ANGKARONG::IRGC 71493-1::[IRIS 313-9050]",IRIS 313-9050,IRGC 127070,trop,0.0,A,A
"SUKARADJA::IRGC 18936-1::[IRIS 313-9242]",IRIS 313-9242,,admix,0.0,A,A
"SAHULO FACHE SOYO::IRGC 66630-1::[IRIS 313-9470]",IRIS 313-9470,IRGC 126310,trop,0.0,A,A
"PAMPANGON (H)::IRGC 60392-1::[IRIS 313-9568]",IRIS 313-9568,IRGC 126346,trop,0.0,A,A
"GOBYERNO::IRGC 47216-1::[IRIS 313-9929]",IRIS 313-9929,IRGC 127048,trop,0.0,A,
"MANONGAZATO::IRGC 77876-1::[IRIS 313-10099]",IRIS 313-10099,IRGC 126303,trop,0.0,A,A
"BOCAO::IRGC 50384-1::[IRIS 313-8431]",IRIS 313-8431,IRGC 127071,trop,0.0,A,A
"DAM::IRGC 23710-1::[IRIS 313-8580]",IRIS 313-8580,IRGC 126197,subtrop,0.0,A,A
"BALINGMI::IRGC 62156-1::[IRIS 313-8637]",IRIS 313-8637,IRGC 126179,subtrop,0.0,A,A
"KEREN FENHO::IRGC 56735-1::[IRIS 313-8687]",IRIS 313-8687,IRGC 126329,trop,0.0,A,A
"LOHAMBITRO::IRGC 69857-1::[IRIS 313-9742]",IRIS 313-9742,IRGC 127080,trop,0.0,A,A
"CAROLINO BLANCO::IRGC 117249-1::[IRIS 313-10327]",IRIS 313-10327,IRGC 127042,trop,0.0,A,A
"SALVO::GERVEX 1672-C1::[IRIS 313-8205]",IRIS 313-8205,IRGC 122237,japx,0.0,A,A
"S 102/2::GERVEX 1251-C1::[IRIS 313-8134]",IRIS 313-8134,IRGC 121816,temp,0.0,A,A
"GIOVANNI MARCHETTI::GERVEX 62-C1::[IRIS 313-8026]",IRIS 313-8026,IRGC 122056,temp,0.0,A,A
"ALEXANDROS::GERVEX 1678-C1::[IRIS 313-8209]",IRIS 313-8209,IRGC 121962,trop,0.0,A,A
"FAISCA::GERVEX 900-C1::[IRIS 313-8114]",IRIS 313-8114,IRGC 122045,temp,0.0,A,A
"GRITNA::GERVEX 71-C1::[IRIS 313-8029]",IRIS 313-8029,IRGC 122073,japx,0.0,A,A
"ESCARLATE::GERVEX 887-C1::[IRIS 313-8113]",IRIS 313-8113,IRGC 122043,temp,0.0,A,A
"MEDUSA::GERVEX 323-C1::[IRIS 313-8067]",IRIS 313-8067,IRGC 122165,ind1B,0.0,A,A
"LUXOR::GERVEX 1662-C1::[IRIS 313-8195]",IRIS 313-8195,IRGC 122153,japx,0.0,A,A
"MELAS::GERVEX 1684-C1::[IRIS 313-8214]",IRIS 313-8214,IRGC 122167,japx,0.0,A,A
"JACINTO::GERVEX 1653-C1::[IRIS 313-8186]",IRIS 313-8186,IRGC 122122,trop,0.0,A,A
"CAMPINO::GERVEX 824-C1::[IRIS 313-8109]",IRIS 313-8109,IRGC 121996,temp,0.0,A,A
"ITALPATNA 48::GERVEX 60-C1::[IRIS 313-8025]",IRIS 313-8025,IRGC 122121,temp,0.0,A,A
"GOOLARAH::GERVEX 500-C1::[IRIS 313-8074]",IRIS 313-8074,IRGC 122067,trop,0.0,A,A
"ULLAL::GERVEX 556-C1::[IRIS 313-8097]",IRIS 313-8097,IRGC 122271,temp,0.0,A,A
"IBO 400::GERVEX 943-C1::[IRIS 313-8118]",IRIS 313-8118,IRGC 122085,temp,0.0,A,A
"SUPER::GERVEX 1304-C1::[IRIS 313-8145]",IRIS 313-8145,IRGC 122257,temp,0.0,A,A
"RUBIDIO::GERVEX 146-C1::[IRIS 313-8053]",IRIS 313-8053,IRGC 122228,japx,0.0,A,A
"SAMBA::GERVEX 186-C1::[IRIS 313-8065]",IRIS 313-8065,IRGC 122238,trop,0.0,A,A
"OTA::GERVEX 1145-C1::[IRIS 313-8124]",IRIS 313-8124,IRGC 122187,japx,0.0,A,A
"PLOVDIV 24::GERVEX 1168-C1::[IRIS 313-8126]",IRIS 313-8126,IRGC 122204,temp,0.0,A,A
"SELN 244 A 6-20::GERVEX 1273-C1::[IRIS 313-8141]",IRIS 313-8141,IRGC 122244,temp,0.0,A,A
"POLIZESTI 28::GERVEX 1170-C1::[IRIS 313-8127]",IRIS 313-8127,IRGC 122207,temp,0.0,A,A
"HAREM::GERVEX 929-C1::[IRIS 313-8116]",IRIS 313-8116,IRGC 122077,japx,0.0,A,A
"ROXANI::GERVEX 1686-C1::[IRIS 313-8216]",IRIS 313-8216,IRGC 122222,temp,0.0,A,A
"SETTANTUNO::GERVEX 1279-C1::[IRIS 313-8142]",IRIS 313-8142,IRGC 122249,temp,0.0,A,A
"ORIONE::GERVEX 333-C1::[IRIS 313-8068]",IRIS 313-8068,IRGC 122184,indx,0.0,A,A
"LOTO::GERVEX 104-C1::[IRIS 313-8039]",IRIS 313-8039,IRGC 122151,temp,0.0,A,A
"CARRICO::GERVEX 828-C1::[IRIS 313-8111]",IRIS 313-8111,IRGC 122001,temp,0.0,A,A
"CLOT::GERVEX 523-C1::[IRIS 313-8085]",IRIS 313-8085,IRGC 122016,temp,0.0,A,A
"RIBE 253::GERVEX 54-C1::[IRIS 313-8024]",IRIS 313-8024,IRGC 122217,temp,0.0,A,A
"SMERALDO::GERVEX 138-C1::[IRIS 313-8052]",IRIS 313-8052,IRGC 122253,temp,0.0,A,A
"SAFARI::GERVEX 1256-C1::[IRIS 313-8136]",IRIS 313-8136,IRGC 121819,temp,0.0,A,A
"SHSS 53::GERVEX 550-C1::[IRIS 313-8095]",IRIS 313-8095,IRGC 122251,temp,0.0,A,A
"SALOIO::GERVEX 1259-C1::[IRIS 313-8138]",IRIS 313-8138,IRGC 122235,temp,0.0,A,A
"PELDE::GERVEX 502-C1::[IRIS 313-8076]",IRIS 313-8076,IRGC 122198,trop,0.0,A,A
"THAIPERLA::GERVEX 696-C1::[IRIS 313-8105]",IRIS 313-8105,IRGC 122265,temp,0.0,A,A
"FRANCES::GERVEX 527-C1::[IRIS 313-8087]",IRIS 313-8087,IRGC 122051,temp,0.0,A,A
"VALTEJO::GERVEX 1355-C1::[IRIS 313-8151]",IRIS 313-8151,IRGC 122273,temp,0.0,A,A
"TOPAZIO::GERVEX 1332-C1::[IRIS 313-8149]",IRIS 313-8149,IRGC 122268,temp,0.0,A,A
"OPALE::GERVEX 1667-C1::[IRIS 313-8200]",IRIS 313-8200,IRGC 122183,temp,0.0,A,A
"MESTRE::GERVEX 1082-C1::[IRIS 313-8121]",IRIS 313-8121,IRGC 122169,japx,0.0,A,A
"PIEMONTE::GERVEX 81-C1::[IRIS 313-8032]",IRIS 313-8032,IRGC 122202,temp,0.0,A,A
"GHIBLI::GERVEX 187-C1::[IRIS 313-8066]",IRIS 313-8066,IRGC 122053,temp,0.0,A,A
"PLUS::GERVEX 122-C1::[IRIS 313-8046]",IRIS 313-8046,IRGC 122205,trop,0.0,A,A
"LORD::GERVEX 127-C1::[IRIS 313-8049]",IRIS 313-8049,IRGC 122150,japx,0.0,A,A
"RODINA::GERVEX 1234-C1::[IRIS 313-8129]",IRIS 313-8129,IRGC 122219,temp,0.0,A,A
"MUGA::GERVEX 1099-C1::[IRIS 313-8123]",IRIS 313-8123,IRGC 122175,temp,0.0,A,A
"MIARA::GERVEX 129-C1::[IRIS 313-8050]",IRIS 313-8050,IRGC 122170,temp,0.0,A,A
"GRALDO::GERVEX 108-C1::[IRIS 313-8041]",IRIS 313-8041,IRGC 122071,japx,0.0,A,A
"A 201::GERVEX 1638-C1::[IRIS 313-8173]",IRIS 313-8173,IRGC 121959,trop,0.0,A,A
"TIMICH 108::GERVEX 1325-C1::[IRIS 313-8148]",IRIS 313-8148,IRGC 122267,temp,0.0,A,A
"FLIPPER::GERVEX 597-C1::[IRIS 313-8099]",IRIS 313-8099,IRGC 122049,temp,0.0,A,A
"SAEDINENIE::GERVEX 1255-C1::[IRIS 313-8135]",IRIS 313-8135,IRGC 121818,temp,0.0,A,A
"MARENY::GERVEX 535-C1::[IRIS 313-8090]",IRIS 313-8090,IRGC 122162,temp,0.0,A,A
"S 102::GERVEX 1671-C1::[IRIS 313-8204]",IRIS 313-8204,IRGC 121817,temp,0.0,A,A
"RUBINO::GERVEX 80-C1::[IRIS 313-8031]",IRIS 313-8031,IRGC 122230,japx,0.0,A,A
"JUBILIENI::GERVEX 992-C1::[IRIS 313-8119]",IRIS 313-8119,IRGC 122126,temp,0.0,A,A
"GOLFO::GERVEX 118-C1::[IRIS 313-8044]",IRIS 313-8044,IRGC 122065,trop,0.0,A,A
"CAPATAZ::GERVEX 521-C1::[IRIS 313-8084]",IRIS 313-8084,IRGC 121998,temp,0.0,A,A
"AUZGUSTA::GERVEX 1634-C1::[IRIS 313-8171]",IRIS 313-8171,IRGC 121972,temp,0.0,A,A
"DELLMONT::GERVEX 1647-C1::[IRIS 313-8180]",IRIS 313-8180,IRGC 122035,trop,0.0,A,A
"RONCOLO::GERVEX 124-C1::[IRIS 313-8048]",IRIS 313-8048,IRGC 122221,japx,0.0,A,A
"HARRA::GERVEX 501-C1::[IRIS 313-8075]",IRIS 313-8075,IRGC 122078,temp,0.0,A,A
"CENTURY PATNA::GERVEX 477-C1::[IRIS 313-8072]",IRIS 313-8072,IRGC 122002,trop,0.0,A,A
"DREW::GERVEX 1650-C1::[IRIS 313-8183]",IRIS 313-8183,IRGC 122304,trop,0.0,A,A
"GIGANTE VERCELLI::GERVEX 1408-C1::[IRIS 313-8154]",IRIS 313-8154,IRGC 122055,japx,0.0,A,A
"LUSITO IRRADIADO 859-85-2::GERVEX 1676-C1::[IRIS 313-8208]",IRIS 313-8208,IRGC 122152,temp,0.0,A,A
"FRAGANCE::GERVEX 1651-C1::[IRIS 313-8184]",IRIS 313-8184,IRGC 122050,admix,0.0,A,A
"AUGUSTO::GERVEX 1643-C1::[IRIS 313-8177]",IRIS 313-8177,IRGC 121971,japx,0.0,A,A
"ARIANA::GERVEX 396-C1::[IRIS 313-8069]",IRIS 313-8069,IRGC 121966,indx,0.0,A,A
"CHIPKA::GERVEX 837-C1::[IRIS 313-8112]",IRIS 313-8112,IRGC 122007,temp,0.0,A,A
"FAMILIA 181::GERVEX 901-C1::[IRIS 313-8115]",IRIS 313-8115,IRGC 122046,japx,0.0,A,A
"ANSEATICO::GERVEX 67-C1::[IRIS 313-8027]",IRIS 313-8027,IRGC 121964,japx,0.0,A,A
"SR 113::GERVEX 553-C1::[IRIS 313-8096]",IRIS 313-8096,IRGC 122256,temp,0.0,A,A
"L 205::GERVEX 1659-C1::[IRIS 313-8192]",IRIS 313-8192,IRGC 122144,trop,0.0,A,A
"SANDOCA::GERVEX 1262-C1::[IRIS 313-8139]",IRIS 313-8139,IRGC 122240,japx,0.0,A,A
"BLUE BONNET::GERVEX 669-C1::[IRIS 313-8102]",IRIS 313-8102,IRGC 121984,trop,0.0,A,A
"LOMELLINO::GERVEX 83-C1::[IRIS 313-8033]",IRIS 313-8033,IRGC 122149,temp,0.0,A,A
"PLOVDIV 22::GERVEX 1167-C1::[IRIS 313-8125]",IRIS 313-8125,IRGC 122203,temp,0.0,A,A
"RIZZOTTO 51/1::GERVEX 50-C1::[IRIS 313-8023]",IRIS 313-8023,IRGC 122218,japx,0.0,A,A
"DAWN CI 9534::GERVEX 481-C1::[IRIS 313-8073]",IRIS 313-8073,IRGC 122033,aus,0.0,A,A
"RUBI::GERVEX 1247-C1::[IRIS 313-8132]",IRIS 313-8132,IRGC 122229,temp,0.0,A,A
"LACASSINE::GERVEX 1660-C1::[IRIS 313-8193]",IRIS 313-8193,IRGC 122146,trop,0.0,A,A
"YRM 6-2::GERVEX 1508-C1::[IRIS 313-8164]",IRIS 313-8164,IRGC 122300,temp,0.0,A,A
"REXMONT::GERVEX 1669-C1::[IRIS 313-8202]",IRIS 313-8202,IRGC 122216,trop,0.0,A,A
"SLAVA::GERVEX 1287-C1::[IRIS 313-8143]",IRIS 313-8143,IRGC 122252,japx,0.0,A,A
"KULON::GERVEX 1473-C1::[IRIS 313-8155]",IRIS 313-8155,IRGC 122142,japx,0.0,A,A
"DORELLA::GERVEX 100-C1::[IRIS 313-8037]",IRIS 313-8037,IRGC 122037,japx,0.0,A,A
"GLADIO::GERVEX 1652-C1::[IRIS 313-8185]",IRIS 313-8185,IRGC 122061,trop,0.0,A,A
"WAS 63-22-5-9-10-1::C1::[IRIS 313-7832]",IRIS 313-7832,IRGC 122297,ind1B,0.0,A,A
"CT 6510-24-1-2::C1::[IRIS 313-7665]",IRIS 313-7665,IRGC 122025,indx,0.0,A,A
"WAS 173-B-B-6-2-2::C1::[IRIS 313-7808]",IRIS 313-7808,IRGC 122285,ind1B,0.0,A,A
"DANAU LAUT TAWAR::C1::[IRIS 313-7668]",IRIS 313-7668,IRGC 122029,indx,0.0,A,A
"SEQ 93::C1::[IRIS 313-7635]",IRIS 313-7635,IRGC 122247,ind1B,0.0,A,A
"MADINIKA 1329::GERVEX 8366-C1::[IRIS 313-7725]",IRIS 313-7725,IRGC 124407,ind2,0.0,A,A
"H 15-23-DA::C1::[IRIS 313-7681]",IRIS 313-7681,IRGC 122076,indx,0.0,A,A
"SAGRES::GERVEX 1258-C1::[IRIS 313-8137]",IRIS 313-8137,IRGC 121820,japx,0.0,A,A
"WAS 203-B-B-2-4-1::C1::[IRIS 313-7819]",IRIS 313-7819,IRGC 122289,ind1B,0.0,A,A
"IR 1561-228-3-3::IRGC 32627-C1::[IRIS 313-7684]",IRIS 313-7684,IRGC 122088,indx,0.0,A,A
"IR 22::IRGC 11356-C1::[IRIS 313-7688]",IRIS 313-7688,IRGC 122091,ind1B,0.0,A,A
"VARY LAVA DE MAROVATO::GERVEX 8396-C1::[IRIS 313-7799]",IRIS 313-7799,IRGC 124428,ind2,0.0,A,A
"SONA::IRGC 26971-C1::[IRIS 313-7780]",IRIS 313-7780,IRGC 122255,indx,0.0,A,A
"TSIPALA B 160::GERVEX 8378-C1::[IRIS 313-7793]",IRIS 313-7793,IRGC 124426,ind2,0.0,A,A
"IR 28::IRGC 30411-C1::[IRIS 313-7691]",IRIS 313-7691,IRGC 122094,ind1B,0.0,A,A
"NONA BOKRA::IRGC 22710-C1::[IRIS 313-7736]",IRIS 313-7736,IRGC 122181,ind2,0.0,A,A
"WAS 33-B-B-15-1-4-5::C1::[IRIS 313-7826]",IRIS 313-7826,IRGC 122292,ind1B,0.0,A,A
"WAS 199-B-1-2-1::C1::[IRIS 313-7816]",IRIS 313-7816,IRGC 122288,ind1B,0.0,A,A
"ANGIFOTSY 685::GERVEX 4717-C1::[IRIS 313-7638]",IRIS 313-7638,IRGC 121963,indx,0.0,A,A
"WAS 170-B-B-1-1::C1::[IRIS 313-7807]",IRIS 313-7807,IRGC 122284,ind1B,0.0,A,A
"IR 57920-AC 25-2-B::C1::[IRIS 313-7698]",IRIS 313-7698,IRGC 122098,indx,0.0,A,A
"MAMORIAKA 114::GERVEX 5176-C1::[IRIS 313-7728]",IRIS 313-7728,IRGC 122159,ind2,0.0,A,A
"IR 2344-P1 PB-9-3-2B::IRGC 39317-C1::[IRIS 313-7690]",IRIS 313-7690,IRGC 122093,indx,0.0,A,A
"ADNY 11::C1::[IRIS 313-7636]",IRIS 313-7636,IRGC 126992,ind1B,0.0,A,A
"LAITRA::GERVEX 8400-C1::[IRIS 313-7720]",IRIS 313-7720,IRGC 124405,ind2,0.0,A,A
"SEBERANG MR 77::C1::[IRIS 313-7773]",IRIS 313-7773,IRGC 124421,ind1B,0.0,A,A
"IR 2307-247-2-2-3::IRGC 77982-C1::[IRIS 313-7689]",IRIS 313-7689,IRGC 122092,ind1B,0.0,A,A
"BOTRA MAITSO::GERVEX 8389-C1::[IRIS 313-7651]",IRIS 313-7651,IRGC 121990,ind2,0.0,A,A
"IR 55411-50::IRTP 16682-C1::[IRIS 313-7696]",IRIS 313-7696,IRGC 124394,indx,0.0,A,A
"BOUAKE 189::C1::[IRIS 313-7654]",IRIS 313-7654,IRGC 126997,ind1B,0.0,A,A
"SAMBALA MALO::C1::[IRIS 313-7770]",IRIS 313-7770,IRGC 122239,ind1B,0.0,A,A
"SALUMPIKIT::IRTP 4777-C1::[IRIS 313-7769]",IRIS 313-7769,IRGC 122236,indx,0.0,A,A
"IR 19746-28-2-2::IRGC 78072-C1::[IRIS 313-7685]",IRIS 313-7685,IRGC 122089,ind1B,0.0,A,A
"WAS 21-B-B-20-4-3-3::C1::[IRIS 313-7824]",IRIS 313-7824,IRGC 122291,ind1B,0.0,A,A
"BOTOHAVANA 139::GERVEX 8237-C1::[IRIS 313-7650]",IRIS 313-7650,IRGC 124380,ind2,0.0,A,A
"WAS 198-B-3-1-3::C1::[IRIS 313-7815]",IRIS 313-7815,IRGC 122287,ind1B,0.0,A,A
"SOM CAU 70 A::IRGC 8227-C1::[IRIS 313-7778]",IRIS 313-7778,IRGC 122254,indx,0.0,A,A
"TSIPALA 1231::GERVEX 8418-C1::[IRIS 313-7792]",IRIS 313-7792,IRGC 124425,indx,0.0,A,A
"WAS 206-B-B-2-2-1::C1::[IRIS 313-7820]",IRIS 313-7820,IRGC 122290,ind1B,0.0,A,A
"B 6144-MR-6-0-0::C1::[IRIS 313-7641]",IRIS 313-7641,IRGC 121974,indx,0.0,A,A
"UPL RI 7::IRTP 9897-C1::[IRIS 313-7797]",IRIS 313-7797,IRGC 122272,indx,0.0,A,A
"SAHEL 108::C1::[IRIS 313-7766]",IRIS 313-7766,IRGC 122232,ind1B,0.0,A,A
"BETSILAIZINA::GERVEX 8405-C1::[IRIS 313-7646]",IRIS 313-7646,IRGC 124378,admix,0.0,A,A
"ROJOKELY::GERVEX 8410-C1::[IRIS 313-7758]",IRIS 313-7758,IRGC 122220,ind2,0.0,A,A
"IRAT 234::C1::[IRIS 313-7922]",IRIS 313-7922,IRGC 122119,trop,0.0,A,A
"CICA 8::C1::[IRIS 313-7664]",IRIS 313-7664,IRGC 122011,ind1B,0.0,A,A
"CIRAD 358::C1::[IRIS 313-7859]",IRIS 313-7859,IRGC 135521,subtrop,0.0,A,A
"IR 72967-12-2-3::C1::[IRIS 313-7911]",IRIS 313-7911,IRGC 122111,ind1B,0.0,A,A
"IR 47686-09-01-B-1::C1::[IRIS 313-8003]",IRIS 313-8003,IRGC 122095,trop,0.0,A,A
"62667::C1::[IRIS 313-7838]",IRIS 313-7838,IRGC 121949,trop,0.0,A,A
"IR 68704-145-1-1-B::C1::[IRIS 313-7907]",IRIS 313-7907,IRGC 122108,trop,0.0,A,A
"VIETNAM 1::C1::[IRIS 313-8011]",IRIS 313-8011,IRGC 122281,subtrop,0.0,A,A
"GANIGI::IRGC 48698-C1::[IRIS 313-7883]",IRIS 313-7883,IRGC 122052,trop,0.0,A,A
"CIRAD 403::GERVEX 9039-C1::[IRIS 313-7863]",IRIS 313-7863,IRGC 122014,trop,0.0,A,A
"CUIABANA::IRTP 17401-C1::[IRIS 313-7870]",IRIS 313-7870,IRGC 122027,japx,0.0,A,A
"IR 57924-24::IRTP 16675-C1::[IRIS 313-7699]",IRIS 313-7699,IRGC 122099,indx,0.0,A,A
"DINORADO::IRTP 12568-C1::[IRIS 313-7876]",IRIS 313-7876,,trop,0.0,A,A
"IRAT 112::C1::[IRIS 313-7914]",IRIS 313-7914,IRGC 122115,trop,0.0,A,A
"VARY LAVA DE BETAFO::GERVEX 8381-C1::[IRIS 313-7993]",IRIS 313-7993,IRGC 122276,trop,0.0,A,A
"IRAT 335::C1::[IRIS 313-7924]",IRIS 313-7924,IRGC 122120,trop,0.0,A,A
"CNA 7\BO\1\1>33-13-6-1::C1::[IRIS 313-7866]",IRIS 313-7866,IRGC 122018,trop,0.0,A,A
"KAKANI 2::IRGC 13373-C1::[IRIS 313-7933]",IRIS 313-7933,IRGC 122128,admix,0.0,A,A
"IRAT 104::C1::[IRIS 313-7912]",IRIS 313-7912,IRGC 122114,trop,0.0,A,A
"CHA LOY OE::C1::[IRIS 313-7856]",IRIS 313-7856,IRGC 122004,subtrop,0.0,A,A
"BODA 148-3::GERVEX 8258-C1::[IRIS 313-7850]",IRIS 313-7850,IRGC 121985,trop,0.0,A,A
"MITSANGANAHIJERY::GERVEX 8316-C1::[IRIS 313-7959]",IRIS 313-7959,IRGC 122172,trop,0.0,A,A
"TSIPALA MENA 626::GERVEX 5392-C1::[IRIS 313-7795]",IRIS 313-7795,IRGC 124427,ind2,0.0,A,A
"GOGO::IRGC 43390-C1::[IRIS 313-7885]",IRIS 313-7885,IRGC 122063,trop,0.0,A,A
"VARY LAVA 90::GERVEX 8254-C1::[IRIS 313-7992]",IRIS 313-7992,IRGC 122275,trop,0.0,A,A
"IR 63380-16::C1::[IRIS 313-7902]",IRIS 313-7902,IRGC 122101,trop,0.0,A,A
"IR 71524-44-1-1::C1::[IRIS 313-8010]",IRIS 313-8010,IRGC 122109,trop,0.0,A,A
"VARY MADINIKA 3566::GERVEX 8448-C1::[IRIS 313-7994]",IRIS 313-7994,IRGC 122277,trop,0.0,A,A
"CT 13582-15-5-M::C1::[IRIS 313-7868]",IRIS 313-7868,IRGC 122021,trop,0.0,A,A
"IR 71525-19-1-1::C1::[IRIS 313-7909]",IRIS 313-7909,IRGC 122110,trop,0.0,A,A
"104 UPLA::GERVEX 167-C1::[IRIS 313-8063]",IRIS 313-8063,IRGC 121947,trop,0.0,A,A
"32 UPLA::GERVEX 176-C1::[IRIS 313-8064]",IRIS 313-8064,IRGC 121948,trop,0.0,A,A
"LATSIBOZAKA 112-1::GERVEX 8233-C1::[IRIS 313-7722]",IRIS 313-7722,IRGC 127001,admix,0.0,A,A
"75 UPLA::GERVEX 161-C1::[IRIS 313-8061]",IRIS 313-8061,IRGC 121954,trop,0.0,A,A
"77 UPLA::GERVEX 159-C1::[IRIS 313-8060]",IRIS 313-8060,IRGC 121955,trop,0.0,A,A
"79 UPLA::GERVEX 154-C1::[IRIS 313-8057]",IRIS 313-8057,IRGC 121956,trop,0.0,A,A
"80 UPLA::GERVEX 164-C1::[IRIS 313-8062]",IRIS 313-8062,IRGC 121957,trop,0.0,A,A
"91 UPLA::GERVEX 155-C1::[IRIS 313-8058]",IRIS 313-8058,IRGC 121958,trop,0.0,A,A
"ARLESIENNE::GERVEX 1530-C1::[IRIS 313-8168]",IRIS 313-8168,IRGC 121968,japx,0.0,A,A
"CALENDAL::GERVEX 1516-C1::[IRIS 313-8166]",IRIS 313-8166,IRGC 121995,japx,0.0,A,A
"KOGONI 91-1::C1::[IRIS 313-7719]",IRIS 313-7719,IRGC 122140,indx,0.0,A,A
